dsr1_no,dsr1,dsr2_no,dsr_e,math_q,correct_resp,image_disgust,no,pol_ques,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,consent_form.started,text_10.started,button_2.started,consent_form.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,Introduction.started,text_3.started,button.started,Introduction.stopped,button.numClicks,button.timesOn,button.timesOff,dsr_a.started,text_6.started,text_7.started,slider_3.started,dsr_a.stopped,slider_3.response,slider_3.rt,dsr_b.started,text_8.started,text_9.started,slider_4.started,dsr_b.stopped,slider_4.response,slider_4.rt,distractor.started,text.started,textbox.started,buton.started,distractor.stopped,textbox.text,buton.numClicks,buton.timesOn,buton.timesOff,encoding.started,polygon.started,image.started,polygon.stopped,slider.started,image.stopped,encoding.stopped,slider.response,slider.rt,instruction.started,text_4.started,Button.started,instruction.stopped,Button.numClicks,Button.timesOn,Button.timesOff,testing.started,text_2.started,slider_2.started,testing.stopped,slider_2.response,slider_2.rt,exit_message.started,text_5.started,text_5.stopped,exit_message.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,4R,Persons should be allowed to join and serve in the military regardless of their sexual preference as long as their behavior meets strict military standards.,,,,,,,,,,,,,,,,,0,3,3,3,893.7437492000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.716839700006,893.7437492000172,893.7437492000172,901.815497100004,1.0,8.072484000003897,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,5R,A person should be able to use and grow small quantities of marijuana in the privacy of his or her own home with no legal consequences.,,,,,,,,,,,,,,,,,0,4,4,4,901.8381617999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.8157143999997,901.8381617999985,901.8381617999985,907.5645246000204,3.0,5.724749000015436,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,6,"Persons receiving the death penalty should be limited in their number of appeals, and the death sentence should be carried out in a shorter time period than it is now.",,,,,,,,,,,,,,,,,0,5,5,5,907.5858371000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.5647661000257,907.5858371000213,907.5858371000213,916.946889200015,2.0,9.358321400010027,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,7,The government should reverse its decision on abortion and make it more challenging to have an abortion except in special cases such as rape and incest. ,,,,,,,,,,,,,,,,,0,6,6,6,916.9691629000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.9471214000077,916.9691629000008,916.9691629000008,921.246143700002,5.0,4.274500200001057,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,8,India should require one year of military service for all able-bodied people.,,,,,,,,,,,,,,,,,0,7,7,7,921.26624550001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,921.246363400016,921.26624550001,921.26624550001,926.3955578000168,4.0,5.126562099991133,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,9,"Parents should be able to send their children to any school they choose, and tax money should be used to support the schools that parents choose.",,,,,,,,,,,,,,,,,0,8,8,8,926.4166084000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926.3957921000256,926.4166084000026,926.4166084000026,941.9936396999983,2.0,15.574251299985917,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,10,Police should be able to confiscate any materials that are deemed to be obscene or pornographic. ,,,,,,,,,,,,,,,,,0,9,9,9,942.0137771000154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.9938581000024,942.0137771000154,942.0137771000154,948.8595550000027,4.0,6.84322670000256,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,11,The central government should be required to have a balanced budget that does not spend more than the money that comes in from taxes,,,,,,,,,,,,,,,,,0,10,10,10,948.8806409000244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.8597705000138,948.8806409000244,948.8806409000244,999.6529724000138,4.0,50.769614599994384,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,12R, Laws that limit the sale of fireworks and other explosive materials that are not intended for legitimate cultural or religious purposes should be passed.,,,,,,,,,,,,,,,,,0,11,11,11,999.6761796000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.6532279000094,999.6761796000064,999.6761796000064,1005.8690155000077,2.0,6.189506100025028,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,13R,Sex education should be in taught all public schools and all students should be required to take the class unless exempted by parents. ,,,,,,,,,,,,,,,,,0,12,12,12,1005.8902418000216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.8692572000145,1005.8902418000216,1005.8902418000216,1014.284243800008,1.0,8.39167300000554,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,14,Reservation system should be abolished in India. ,,,,,,,,,,,,,,,,,0,13,13,13,1014.3061817000271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.2844649000035,1014.3061817000271,1014.3061817000271,1017.8504740000062,5.0,3.5418752999976277,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,15,"The Prime Minister, without permission from the President, should be able to use the armed forces and call for an emergency in possible combat areas for as long as he/she deems necessary. ",,,,,,,,,,,,,,,,,0,14,14,14,1017.8734307000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.8506916000042,1017.8734307000122,1017.8734307000122,1048.2966461000033,5.0,30.420585799991386,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,16R,"Laws should be passed to make it legal for public employees such as police, firemen, teachers, and garbage collectors to go on strike. ",,,,,,,,,,,,,,,,,0,15,15,15,1048.3177897999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.2968634999997,1048.3177897999994,1048.3177897999994,1055.6454883000115,2.0,7.325224700005492,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,17,Public schools should be required to teach the world's creation as written in the Bhagavad Gita in all classes that teach evolution theory.,,,,,,,,,,,,,,,,,0,16,16,16,1055.6685673000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.645709400007,1055.6685673000175,1055.6685673000175,1061.9780100000207,5.0,6.306727699993644,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,18,"The government should mandate family planning counseling and reversible sterilization for low-income, unmarried women with three or more children. ",,,,,,,,,,,,,,,,,0,17,17,17,1061.9988956000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.9782543000183,1061.9988956000016,1061.9988956000016,1072.3934656000056,4.0,10.391983000008622,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,19R,"Birth control information, non-prescription contraceptive devices, and the morning-after pill should be made available on college campuses.",,,,,,,,,,,,,,,,,0,18,18,18,1072.4149522000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.3936844000127,1072.4149522000225,1072.4149522000225,1079.9261281000217,1.0,7.508294200000819,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,20,"Evidence gathered by the police, even if an honest mistake was made in getting a warrant, should be used to help prosecute suspected criminals. ",,,,,,,,,,,,,,,,,0,19,19,19,1079.9477496000181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.9263483000104,1079.9477496000181,1079.9477496000181,1088.4911973999988,4.0,8.541260700003477,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,21,Inter-religious marriages should be abolished.,,,,,,,,,,,,,,,,,0,20,20,20,1088.509873700008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.491416200006,1088.509873700008,1088.509873700008,1092.6906307000027,5.0,4.17806110001402,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,22R,"Requirements for any military duty, including combat, should be based on physical, emotional, and intellectual abilities, not gender or sexual orientation.",,,,,,,,,,,,,,,,,0,21,21,21,1092.711718400009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.6908464000153,1092.711718400009,1092.711718400009,1096.257286500011,1.0,3.5429380999994464,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,23R,The law should make private employers hire minorities if they are qualified because they have been victims of discrimination in the past. ,,,,,,,,,,,,,,,,,0,22,22,22,1096.2780149000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.2575053000182,1096.2780149000173,1096.2780149000173,1109.93870530001,2.0,13.657927199994447,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,24,Certain literature should be banned from city libraries if the librarian feels it is improper or too controversial.,,,,,,,,,,,,,,,,,0,23,23,23,1109.9594981000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.9389270000102,1109.9594981000118,1109.9594981000118,1114.2549200000067,5.0,4.292759900010424,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,25R,The government should interfere during conversion from one religion to another.,,,,,,,,,,,,,,,,,0,24,24,24,1114.2744789000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.2551352000155,1114.2744789000135,1114.2744789000135,1118.7208998000133,5.0,4.443551999982446,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,26R,The government should spend less on the military and more on education and the environment.,,,,,,,,,,,,,,,,,0,25,25,25,1118.7407617999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.7211170000082,1118.7407617999997,1118.7407617999997,1123.803690700006,3.0,5.06014309998136,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,27R,India should not trade with or help any nation that violates human rights.,,,,,,,,,,,,,,,,,0,26,26,26,1123.8232062000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.8039078000002,1123.8232062000025,1123.8232062000025,1130.2527653000143,2.0,6.426612600014778,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,28,People planning to get married should have a mandatory test for STDs such as AIDS and gonorrhea before a marriage certificate can be issued. ,,,,,,,,,,,,,,,,,0,27,27,27,1130.2748801000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.252984700026,1130.2748801000125,1130.2748801000125,1148.0173058000219,1.0,17.73922260000836,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,29,"There are too many lawsuits in the courts, and the courts do not have the time to deal with more severe issues. ",,,,,,,,,,,,,,,,,0,28,28,28,1148.0375168000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148.0175330000056,1148.0375168000173,1148.0375168000173,1163.8651079000265,2.0,15.824826299998676,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,30R,Nuclear power and nuclear-generating stations should be banned. ,,,,,,,,,,,,,,,,,0,29,29,29,1163.8860966000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.8653343000042,1163.8860966000066,1163.8860966000066,1171.4975539000006,5.0,7.608910700015258,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,31R,The death penalty is clearly a form of cruel and unusual punishment and should be banned. ,,,,,,,,,,,,,,,,,0,30,30,30,1171.5175502000202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.4977731000108,1171.5175502000202,1171.5175502000202,1175.9470710000023,4.0,4.4266902999952435,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,32R,Sexual harassment of women in the workplace is a serious problem and should be prosecuted under law,,,,,,,,,,,,,,,,,0,31,31,31,1175.9677859000221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.9472865000134,1175.9677859000221,1175.9677859000221,1191.3116223000106,2.0,15.342190099996515,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,33R,"The primary function of prisons should be to rehabilitate criminals, not to punish them. ",,,,,,,,,,,,,,,,,0,32,32,32,1191.3314659000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191.3118409000163,1191.3314659000025,1191.3314659000025,1195.9610700000194,2.0,4.626806099986425,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,34R,The states should abolish criminal penalties for victimless crimes such as gambling and prostitution. ,,,,,,,,,,,,,,,,,0,33,33,33,1195.9814498000196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.9612904000096,1195.9814498000196,1195.9814498000196,1200.1771507000085,2.0,4.1932509999896865,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,35,The CBI should be able to wiretap the phones and read the mail of suspected individuals.,,,,,,,,,,,,,,,,,0,34,34,34,1200.19763900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.1773734000162,1200.19763900002,1200.19763900002,1203.960188500001,4.0,3.7598002000013366,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,36R,"The central government must take strong steps to reverse global warming, even if it means losing some jobs. ",,,,,,,,,,,,,,,,,0,35,35,35,1203.980172600015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.9604135000263,1203.980172600015,1203.980172600015,1227.5902275000117,2.0,23.607118800020544,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,37,Most youth who fall under the reservation scheme today are lazy and do not want to work.,,,,,,,,,,,,,,,,,0,36,36,36,1227.6105054000218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227.5904490000103,1227.6105054000218,1227.6105054000218,1241.9718630000134,4.0,14.358795400010422,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,38,Profanity and sexually oriented material on television should be stopped or penalized by the government. ,,,,,,,,,,,,,,,,,0,37,37,37,1241.9922548000177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1241.9720805000106,1241.9922548000177,1241.9922548000177,1267.1186392000236,4.0,25.123542400018778,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,39,"The government must stop the flow of immigrants, both legal and illegal, from Bangladesh.",,,,,,,,,,,,,,,,,0,38,38,38,1267.1387729000126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.1188568000216,1267.1387729000126,1267.1387729000126,1274.5843105000095,3.0,7.442499700002372,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,40R,There should be sensitization classes for individuals in the LGBTQ+ community in school.,,,,,,,,,,,,,,,,,0,39,39,39,1274.6059810000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.5845281000074,1274.6059810000006,1274.6059810000006,1280.533528400003,1.0,5.9249208999972325,,,,,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.5336827000137,1280.5479588000162,1290.5464252000093,1290.5308516000223,TS,001,2024-11-22_12h14.33.556,Disgust Thang,2024.1.5,None,2024-11-22 12h14.53.671147 +0530,
