dsr1_no,dsr1,dsr2_no,dsr_e,math_q,correct_resp,image_disgust,no,pol_ques,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,consent_form.started,text_10.started,button_2.started,consent_form.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,Introduction.started,text_3.started,button.started,Introduction.stopped,button.numClicks,button.timesOn,button.timesOff,dsr_a.started,text_6.started,text_7.started,slider_3.started,dsr_a.stopped,slider_3.response,slider_3.rt,dsr_b.started,text_8.started,text_9.started,slider_4.started,dsr_b.stopped,slider_4.response,slider_4.rt,distractor.started,text.started,textbox.started,buton.started,distractor.stopped,textbox.text,buton.numClicks,buton.timesOn,buton.timesOff,encoding.started,polygon.started,image.started,polygon.stopped,slider.started,image.stopped,encoding.stopped,slider.response,slider.rt,instruction.started,text_4.started,Button.started,instruction.stopped,Button.numClicks,Button.timesOn,Button.timesOff,testing.started,text_2.started,slider_2.started,testing.stopped,slider_2.response,slider_2.rt,exit_message.started,text_5.started,exit_message.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005101600021589547,0.01422330000787042,0.01422330000787042,49.15061579999747,1,[49.14430490002269],[49.14431329999934],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.15071159999934,49.165649700007634,49.165649700007634,60.98300130001735,1,[11.830291000020225],[11.830300200002966],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
1r,"I might be willing to try eating monkey meat, under some circumstances",,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,61.05941730001359,,,,,,,,,,,,,,,,60.99039420002373,61.05941730001359,61.05941730001359,61.05941730001359,61.102281900006346,2.0,0.0826490999897942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
2,"It would bother me to be in a science class, and to see a human hand preserved in a jar",,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,61.13253679999616,,,,,,,,,,,,,,,,61.10268400001223,61.13253679999616,61.13253679999616,61.13253679999616,78.5223982000025,1.0,17.390652600006433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
3,It bothers me to hear someone clear a throat full of mucous,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,78.5492915000068,,,,,,,,,,,,,,,,78.52270200001658,78.5492915000068,78.5492915000068,78.5492915000068,85.94329250001465,2.0,7.39135580000584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
4,I never let any part of my body touch the toilet seat in public restrooms. ,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,85.97408970000106,,,,,,,,,,,,,,,,85.94363890000386,85.97408970000106,85.97408970000106,85.97408970000106,91.11482200000319,4.0,5.143112100020517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
5,I would go out of my way to avoid walking through a graveyard. ,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,91.14264350000303,,,,,,,,,,,,,,,,91.11511480002082,91.14264350000303,91.14264350000303,91.14264350000303,100.55812490000972,3.0,9.416991900012363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
6r,Seeing a cockroach in someone else's house doesn't bother me. ,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,100.58840629999759,,,,,,,,,,,,,,,,100.55841460000374,100.58840629999759,100.58840629999759,100.58840629999759,216.33426010000403,3.0,115.74358430001303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
7,It would bother me tremendously to touch a dead body. ,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,216.36230940002133,,,,,,,,,,,,,,,,216.3345735000039,216.36230940002133,216.36230940002133,216.36230940002133,220.51936580002075,3.0,4.157666399987647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
8,"If I see someone vomit, it makes me sick to my stomach. ",,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,220.54678880001302,,,,,,,,,,,,,,,,220.5196526000218,220.54678880001302,220.54678880001302,220.54678880001302,227.64440020002075,3.0,7.098810399998911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
9,I probably would not go to my favorite restaurant if I found out that the cook had a cold. ,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,227.67203480002354,,,,,,,,,,,,,,,,227.6447068999987,227.67203480002354,227.67203480002354,227.67203480002354,277.0759986000194,3.0,49.404062399989925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
10r,"It would not upset me at all to watch a person with a glass eye take the eye 
out of the socket.  ",,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,277.1054405000177,,,,,,,,,,,,,,,,277.07632340001874,277.1054405000177,277.1054405000177,277.1054405000177,333.9047172999999,3.0,56.79987059999257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
11,It would bother me to see a rat run across my path in a park. ,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,333.93178000001353,,,,,,,,,,,,,,,,333.90501320001204,333.93178000001353,333.93178000001353,333.93178000001353,341.5619605999964,3.0,7.629580100008752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
12d,I would rather eat a piece of fruit than a piece of paper ,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,341.58968500001356,,,,,,,,,,,,,,,,341.5622909000085,341.58968500001356,341.58968500001356,341.58968500001356,358.0445959000208,4.0,16.45592169999145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
13,"Even if I was hungry, I would not drink a bowl of my favorite soup if it had been
stirred by a used but thoroughly washed flyswatter. ",,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,358.07503150001867,,,,,,,,,,,,,,,,358.044876400003,358.07503150001867,358.07503150001867,358.07503150001867,474.1289743000234,1.0,116.05446529999608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
14,"It would bother me to sleep in a nice hotel room if I knew that a man had died of a
heart attack in that room the night before. ",,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,474.15722809999716,,,,,,,,,,,,,,,,474.1292698000034,474.15722809999716,474.15722809999716,474.15722809999716,482.2948887000093,0.0,8.138469700003043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,15,You see maggots on a piece of meat in an outdoor garbage pail. ,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,482.33104900000035,,,,,,,,,,,,,,,,,,,,,,,482.3010733000119,482.33104900000035,482.33104900000035,482.33104900000035,498.1338151000091,3.0,15.80623220000416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,16d,You see a person eating an apple with a knife and fork,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,498.1607311000116,,,,,,,,,,,,,,,,,,,,,,,498.1341869000171,498.1607311000116,498.1607311000116,498.1607311000116,507.1102782000089,1.0,8.949109200009843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,17,"While you are walking through a tunnel under a railroad track, you smell urine. ",,,,,,,,,,0,2,2,2,,,,,,,,,,,,,507.1395737999992,,,,,,,,,,,,,,,,,,,,,,,507.1105678000022,507.1395737999992,507.1395737999992,507.1395737999992,517.0267303000146,1.0,9.888352400012081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,18,"You take a sip of soda, and then realize that you drank from the glass that an
 		acquaintance of yours had been drinking from",,,,,,,,,,0,3,3,3,,,,,,,,,,,,,517.0584873000043,,,,,,,,,,,,,,,,,,,,,,,517.0270147999981,517.0584873000043,517.0584873000043,517.0584873000043,530.0455443999963,0.0,12.98714410001412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,19,"Your friend's pet cat dies, and you have to pick up the dead body with your bare hands.  ",,,,,,,,,,0,4,4,4,,,,,,,,,,,,,530.0737327999959,,,,,,,,,,,,,,,,,,,,,,,530.0458882999956,530.0737327999959,530.0737327999959,530.0737327999959,543.0212583999964,0.0,12.945935499999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,20,"You see someone put ketchup on vanilla ice cream, and eat it. ",,,,,,,,,,0,5,5,5,,,,,,,,,,,,,543.0484969000099,,,,,,,,,,,,,,,,,,,,,,,543.021622100001,543.0484969000099,543.0484969000099,543.0484969000099,549.4349869000143,4.0,6.387334400002146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,21,You see a man with his intestines exposed after an accident. ,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,549.4634359000192,,,,,,,,,,,,,,,,,,,,,,,549.4352952000045,549.4634359000192,549.4634359000192,549.4634359000192,554.3720459000033,3.0,4.909675000002608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,22,You discover that a friend of yours changes underwear only once a week. ,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,554.4034578000137,,,,,,,,,,,,,,,,,,,,,,,554.3723599000077,554.4034578000137,554.4034578000137,554.4034578000137,559.2757430000056,3.0,4.876251299981959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,23,A friend offers you a piece of chocolate shaped like dog doo. ,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,559.3053873000026,,,,,,,,,,,,,,,,,,,,,,,559.276083100005,559.3053873000026,559.3053873000026,559.3053873000026,570.0744369000022,3.0,10.769390900008148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,24,You accidentally touch the ashes of a person who has been cremated. ,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,570.10216390001,,,,,,,,,,,,,,,,,,,,,,,570.074729200016,570.10216390001,570.10216390001,570.10216390001,584.063048800017,3.0,13.961895199987339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,25,You are about to drink a glass of milk when you smell that it is spoiled. ,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,584.0920458000037,,,,,,,,,,,,,,,,,,,,,,,584.063355500024,584.0920458000037,584.0920458000037,584.0920458000037,600.4547345000028,3.0,16.364285999996355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,26,"As part of a sex education class, you are required to inflate a new unlubricated
		condom, using your mouth. ",,,,,,,,,,0,11,11,11,,,,,,,,,,,,,600.4830786999955,,,,,,,,,,,,,,,,,,,,,,,600.4550399,600.4830786999955,600.4830786999955,600.4830786999955,608.4812709999969,0.0,7.9989084000117145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,27,"You are walking barefoot on concrete, and you step on an earthworm. ",,,,,,,,,,0,12,12,12,,,,,,,,,,,,,608.5089205999975,,,,,,,,,,,,,,,,,,,,,,,608.4815500999975,608.5089205999975,608.5089205999975,608.5089205999975,614.0348737000022,0.0,5.526592800015351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
,,,,15-7,8,,,,,,,,,,,,0,0,0,0,,,,,,,,,614.0651043000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.0405508000113,614.0651043000107,614.0651043000107,614.0651043000107,621.9765975000046,"8
",1,[7.929749099974288],[7.929759499995271],,,,,,,,,,,,,,,,,,,,,,,,,,YSY,001,2024-11-22_16h25.00.406,Disgust Thang,2024.1.5,None,2024-11-22 16h25.30.895007 +0530,
