dsr1_no,dsr1,dsr2_no,dsr_e,math_q,correct_resp,image_disgust,no,pol_ques,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,consent_form.started,text_10.started,button_2.started,consent_form.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,Introduction.started,text_3.started,button.started,Introduction.stopped,button.numClicks,button.timesOn,button.timesOff,dsr_a.started,text_6.started,text_7.started,slider_3.started,dsr_a.stopped,slider_3.response,slider_3.rt,dsr_b.started,text_8.started,text_9.started,slider_4.started,dsr_b.stopped,slider_4.response,slider_4.rt,distractor.started,text.started,textbox.started,buton.started,distractor.stopped,textbox.text,buton.numClicks,buton.timesOn,buton.timesOff,encoding.started,polygon.started,image.started,polygon.stopped,slider.started,image.stopped,encoding.stopped,slider.response,slider.rt,instruction.started,text_4.started,Button.started,instruction.stopped,Button.numClicks,Button.timesOn,Button.timesOff,testing.started,text_2.started,slider_2.started,testing.stopped,slider_2.response,slider_2.rt,exit_message.started,text_5.started,text_5.stopped,exit_message.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,images/1182_injuries_infections.png,,,,,,,,,,,,,,,0,7,7,5,,,,,384.4810906999919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.4535482999927,384.4810906999919,385.4672433999949,385.4831607999804,392.4660673000035,,393.5470095000055,1.0444444444444445,9.056355400010943,,,,,,,,,,,,,,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,images/1201_death.png,,,,,,,,,,,,,,,0,8,8,6,,,,,393.5834370999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.54726679998566,393.5834370999946,394.5497317999834,394.5821598999901,401.5472418999998,,402.63857469998766,1.0444444444444445,9.045236700010719,,,,,,,,,,,,,,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.6387380999804,402.64713569998275,402.64713569998275,410.09825589999673,1,[7.458390800020425],[7.458398799994029],,,,,,,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,1R,The government should pass a Constitutional amendment that would make it illegal to discriminate against anyone in any situation based on sexual orientation.,,,,,,,,,,,,,,,,,0,0,0,0,410.1412135999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.10651179999695,410.1412135999999,410.1412135999999,410.33002160000615,3.0,0.19512180000310764,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,2R,"The national government should establish a centrally funded medical program so that all persons, regardless of means, have access to medical care.",,,,,,,,,,,,,,,,,0,1,1,1,410.35944840000593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.3303888999799,410.35944840000593,410.35944840000593,422.79795939999167,5.0,12.440391399984946,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,3,It should be legal and constitutional to say a prayer at the beginning of assemblies in public schools.,,,,,,,,,,,,,,,,,0,2,2,2,422.82321909998427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.79827460000524,422.82321909998427,422.82321909998427,432.39107270000386,4.0,9.567717600002652,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,4R,Persons should be allowed to join and serve in the military regardless of their sexual preference as long as their behavior meets strict military standards.,,,,,,,,,,,,,,,,,0,3,3,3,432.4180381000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.3913530999853,432.4180381000042,432.4180381000042,442.1949523999938,1.0,9.777817599999253,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,5R,A person should be able to use and grow small quantities of marijuana in the privacy of his or her own home with no legal consequences.,,,,,,,,,,,,,,,,,0,4,4,4,442.2205963000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.19522619998315,442.2205963000015,442.2205963000015,447.54821119998815,1.0,5.328174199996283,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,6,"Persons receiving the death penalty should be limited in their number of appeals, and the death sentence should be carried out in a shorter time period than it is now.",,,,,,,,,,,,,,,,,0,5,5,5,447.574143899983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.548483999999,447.574143899983,447.574143899983,458.2354417000024,3.0,10.660827899992,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,7,The government should reverse its decision on abortion and make it more challenging to have an abortion except in special cases such as rape and incest. ,,,,,,,,,,,,,,,,,0,6,6,6,458.2628231999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.235714999988,458.2628231999988,458.2628231999988,470.7473311999929,5.0,12.485018999985186,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,8,India should require one year of military service for all able-bodied people.,,,,,,,,,,,,,,,,,0,7,7,7,470.77230229999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.74760559998685,470.77230229999986,470.77230229999986,477.2312115999812,4.0,6.458886799984612,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,9,"Parents should be able to send their children to any school they choose, and tax money should be used to support the schools that parents choose.",,,,,,,,,,,,,,,,,0,8,8,8,477.257970000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.2315072999918,477.257970000006,477.257970000006,490.6589851999888,3.0,13.402084700006526,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,10,Police should be able to confiscate any materials that are deemed to be obscene or pornographic. ,,,,,,,,,,,,,,,,,0,9,9,9,490.6837871999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.65926659997785,490.6837871999887,490.6837871999887,495.02712210000027,3.0,4.3436907999857794,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,11,The central government should be required to have a balanced budget that does not spend more than the money that comes in from taxes,,,,,,,,,,,,,,,,,0,10,10,10,495.0533208999841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.027394499979,495.0533208999841,495.0533208999841,507.30749639999704,3.0,12.253692400001455,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,12R, Laws that limit the sale of fireworks and other explosive materials that are not intended for legitimate cultural or religious purposes should be passed.,,,,,,,,,,,,,,,,,0,11,11,11,507.336719599989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.307776200003,507.336719599989,507.336719599989,516.3265584000037,4.0,8.990489999996498,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,13R,Sex education should be in taught all public schools and all students should be required to take the class unless exempted by parents. ,,,,,,,,,,,,,,,,,0,12,12,12,516.3525083999848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.3268382999813,516.3525083999848,516.3525083999848,522.7618411000003,1.0,6.406651500001317,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,14,Reservation system should be abolished in India. ,,,,,,,,,,,,,,,,,0,13,13,13,522.7905479999899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.7621509000019,522.7905479999899,522.7905479999899,526.7569272999826,5.0,3.9682252999919,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,15,"The Prime Minister, without permission from the President, should be able to use the armed forces and call for an emergency in possible combat areas for as long as he/she deems necessary. ",,,,,,,,,,,,,,,,,0,14,14,14,526.7857665999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.7572188999911,526.7857665999909,526.7857665999909,532.9872548999847,5.0,6.202258599980269,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,16R,"Laws should be passed to make it legal for public employees such as police, firemen, teachers, and garbage collectors to go on strike. ",,,,,,,,,,,,,,,,,0,15,15,15,533.0135680999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.9875315999961,533.0135680999956,533.0135680999956,546.6550165999797,3.0,13.641974800004391,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,17,Public schools should be required to teach the world's creation as written in the Bhagavad Gita in all classes that teach evolution theory.,,,,,,,,,,,,,,,,,0,16,16,16,546.6864829999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.6552994999802,546.6864829999977,546.6864829999977,556.3156695999787,3.0,9.631967100023758,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,18,"The government should mandate family planning counseling and reversible sterilization for low-income, unmarried women with three or more children. ",,,,,,,,,,,,,,,,,0,17,17,17,556.3422419999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.3159507999953,556.3422419999843,556.3422419999843,569.4486400999886,2.0,13.106620599981397,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,19R,"Birth control information, non-prescription contraceptive devices, and the morning-after pill should be made available on college campuses.",,,,,,,,,,,,,,,,,0,18,18,18,569.4764283999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.4489130000002,569.4764283999975,569.4764283999975,576.5702712000057,3.0,7.094083200005116,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,20,"Evidence gathered by the police, even if an honest mistake was made in getting a warrant, should be used to help prosecute suspected criminals. ",,,,,,,,,,,,,,,,,0,19,19,19,576.5967314000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.5705322999856,576.5967314000009,576.5967314000009,585.1801964000042,4.0,8.583934100024635,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,21,Inter-religious marriages should be abolished.,,,,,,,,,,,,,,,,,0,20,20,20,585.2039230999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.1804993999831,585.2039230999944,585.2039230999944,587.7480002999946,4.0,2.5441233000019565,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,22R,"Requirements for any military duty, including combat, should be based on physical, emotional, and intellectual abilities, not gender or sexual orientation.",,,,,,,,,,,,,,,,,0,21,21,21,587.7733948999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.7483042999811,587.7733948999958,587.7733948999958,595.6474213000038,2.0,7.873506100004306,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,23R,The law should make private employers hire minorities if they are qualified because they have been victims of discrimination in the past. ,,,,,,,,,,,,,,,,,0,22,22,22,595.6739019999804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.64771629998,595.6739019999804,595.6739019999804,654.8356919999933,2.0,59.161592399992514,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,24,Certain literature should be banned from city libraries if the librarian feels it is improper or too controversial.,,,,,,,,,,,,,,,,,0,23,23,23,654.8620881999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.8359905999969,654.8620881999959,654.8620881999959,662.8896494999935,4.0,8.026891199988313,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,25R,The government should interfere during conversion from one religion to another.,,,,,,,,,,,,,,,,,0,24,24,24,662.9171447999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.8900324999995,662.9171447999834,662.9171447999834,666.3898612000048,4.0,3.472326699993573,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,26R,The government should spend less on the military and more on education and the environment.,,,,,,,,,,,,,,,,,0,25,25,25,666.4167122999788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.3901709999773,666.4167122999788,666.4167122999788,672.7050371999794,2.0,6.2884015000017826,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,27R,India should not trade with or help any nation that violates human rights.,,,,,,,,,,,,,,,,,0,26,26,26,672.7326176999777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.7053691000037,672.7326176999777,672.7326176999777,678.4530437999929,2.0,5.722118899982888,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,28,People planning to get married should have a mandatory test for STDs such as AIDS and gonorrhea before a marriage certificate can be issued. ,,,,,,,,,,,,,,,,,0,27,27,27,678.4841637999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.4533422999957,678.4841637999925,678.4841637999925,690.1371017000056,1.0,11.65280700000585,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,29,"There are too many lawsuits in the courts, and the courts do not have the time to deal with more severe issues. ",,,,,,,,,,,,,,,,,0,28,28,28,690.1654853999789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.1374663999886,690.1654853999789,690.1654853999789,697.2866097999795,2.0,7.121607100008987,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,30R,Nuclear power and nuclear-generating stations should be banned. ,,,,,,,,,,,,,,,,,0,29,29,29,697.3153339999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.2869214999955,697.3153339999844,697.3153339999844,707.3524208999879,4.0,10.037468399998033,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,31R,The death penalty is clearly a form of cruel and unusual punishment and should be banned. ,,,,,,,,,,,,,,,,,0,30,30,30,707.3801869000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.3527200999961,707.3801869000017,707.3801869000017,715.377991699992,3.0,7.99971549998736,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,32R,Sexual harassment of women in the workplace is a serious problem and should be prosecuted under law,,,,,,,,,,,,,,,,,0,31,31,31,715.4046885999851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.3783080999856,715.4046885999851,715.4046885999851,720.4011301999853,1.0,4.996844299981603,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,33R,"The primary function of prisons should be to rehabilitate criminals, not to punish them. ",,,,,,,,,,,,,,,,,0,32,32,32,720.428158499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.4014380000008,720.428158499999,720.428158499999,731.6989136000047,4.0,11.271472099993844,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,34R,The states should abolish criminal penalties for victimless crimes such as gambling and prostitution. ,,,,,,,,,,,,,,,,,0,33,33,33,731.7264232999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.6992256999947,731.7264232999878,731.7264232999878,737.7313342999842,4.0,6.005392099992605,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,35,The CBI should be able to wiretap the phones and read the mail of suspected individuals.,,,,,,,,,,,,,,,,,0,34,34,34,737.7592106999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.731612899981,737.7592106999946,737.7592106999946,743.8175636999949,3.0,6.058665899996413,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,36R,"The central government must take strong steps to reverse global warming, even if it means losing some jobs. ",,,,,,,,,,,,,,,,,0,35,35,35,743.8470644000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743.817868299986,743.8470644000045,743.8470644000045,749.6285830999841,1.0,5.7816726000164635,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,37,Most youth who fall under the reservation scheme today are lazy and do not want to work.,,,,,,,,,,,,,,,,,0,36,36,36,749.6559711000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.6288829999976,749.6559711000009,749.6559711000009,782.6925265000027,4.0,33.03673870000057,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,38,Profanity and sexually oriented material on television should be stopped or penalized by the government. ,,,,,,,,,,,,,,,,,0,37,37,37,782.720880799985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782.6928811999969,782.720880799985,782.720880799985,826.4936564999807,3.0,43.774438499996904,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,39,"The government must stop the flow of immigrants, both legal and illegal, from Bangladesh.",,,,,,,,,,,,,,,,,0,38,38,38,826.5204313999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826.4939454999985,826.5204313999857,826.5204313999857,834.5177392000041,3.0,7.996919700002763,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,40R,There should be sensitization classes for individuals in the LGBTQ+ community in school.,,,,,,,,,,,,,,,,,0,39,39,39,834.547398900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834.5180396999931,834.547398900002,834.547398900002,843.8778339999844,2.0,9.331632799992803,,,,,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843.8780741999799,843.8835148999933,853.8892955000047,853.8737752999878,VN,001,2024-11-22_17h38.56.755,Disgust Thang,2024.1.5,None,2024-11-22 17h39.17.262399 +0530,
